Organisational Family,Organisation,Category,Service Type, Price 
Communities and Local Government,Independent Housing Ombudsman,Office Solutions,Print," £33,587 "
Communities and Local Government,Independent Housing Ombudsman,Office Solutions,Records Storage, £-   
Communities and Local Government,Independent Housing Ombudsman,Office Solutions,Reprographics, £-   
Communities and Local Government,Independent Housing Ombudsman,Office Solutions,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Construction,Building Repair & Maintenance," £4,608 "
Communities and Local Government,Independent Housing Ombudsman,Construction,Construction Service Providers, £-   
Communities and Local Government,Independent Housing Ombudsman,Construction,Construction Supplies, £-   
Communities and Local Government,Independent Housing Ombudsman,Construction,Design & Build, £-   
Communities and Local Government,Independent Housing Ombudsman,Construction,Main Contractors, £-   
Communities and Local Government,Independent Housing Ombudsman,Construction,Prime Contractors, £-   
Communities and Local Government,Independent Housing Ombudsman,Construction,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,ICT,Hardware," £7,276 "
Communities and Local Government,Independent Housing Ombudsman,ICT,Maintenance & Support," £49,366 "
Communities and Local Government,Independent Housing Ombudsman,ICT,Managed / Outsourced Services, £-   
Communities and Local Government,Independent Housing Ombudsman,ICT,Networking, £-   
Communities and Local Government,Independent Housing Ombudsman,ICT,Software," £97,819 "
Communities and Local Government,Independent Housing Ombudsman,ICT,Systems Delivery, £-   
Communities and Local Government,Independent Housing Ombudsman,ICT,Telecoms," £29,165 "
Communities and Local Government,Independent Housing Ombudsman,ICT,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Logistics,Transport, £97 
Communities and Local Government,Independent Housing Ombudsman,Logistics,Warehousing & Storage, £-   
Communities and Local Government,Independent Housing Ombudsman,Logistics,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Air, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Booking Services, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Coach, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Events Organisation," £24,020 "
Communities and Local Government,Independent Housing Ombudsman,Travel,Ferry, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Hotels," £6,165 "
Communities and Local Government,Independent Housing Ombudsman,Travel,Rail," £13,826 "
Communities and Local Government,Independent Housing Ombudsman,Travel,Taxi, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Vehicle Hire, £-   
Communities and Local Government,Independent Housing Ombudsman,Travel,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Defence,Airborne Goods and Services, £-   
Communities and Local Government,Independent Housing Ombudsman,Defence,Marine Goods and Services, £-   
Communities and Local Government,Independent Housing Ombudsman,Defence,Military Systems, £-   
Communities and Local Government,Independent Housing Ombudsman,Defence,Munitions, £-   
Communities and Local Government,Independent Housing Ombudsman,Defence,Wheeled / Tracked Goods and Services, £-   
Communities and Local Government,Independent Housing Ombudsman,Defence,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Energy & Utilities,Electricity," £13,161 "
Communities and Local Government,Independent Housing Ombudsman,Energy & Utilities,Gas, £-   
Communities and Local Government,Independent Housing Ombudsman,Energy & Utilities,Solid Fuels, £-   
Communities and Local Government,Independent Housing Ombudsman,Energy & Utilities,Water, £-   
Communities and Local Government,Independent Housing Ombudsman,Energy & Utilities,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Fuels Lubricants & Gases,Fuels, £-   
Communities and Local Government,Independent Housing Ombudsman,Fuels Lubricants & Gases,Gases, £-   
Communities and Local Government,Independent Housing Ombudsman,Fuels Lubricants & Gases,Lubricants, £-   
Communities and Local Government,Independent Housing Ombudsman,Fuels Lubricants & Gases,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Vehicles,Fleet Management, £-   
Communities and Local Government,Independent Housing Ombudsman,Vehicles,Leasing, £-   
Communities and Local Government,Independent Housing Ombudsman,Vehicles,Purchase, £-   
Communities and Local Government,Independent Housing Ombudsman,Vehicles,Vehicle Disposal, £-   
Communities and Local Government,Independent Housing Ombudsman,Vehicles,Vehicle Maintenance, £-   
Communities and Local Government,Independent Housing Ombudsman,Vehicles,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Animal Related Goods, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Art & Exhibits, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Clothing, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Domestic Goods, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Environmental Materials, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Learning & Development Materials, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Non-Catering Vending Machines, £-   
Communities and Local Government,Independent Housing Ombudsman,Operational Goods,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Engineering Goods,Industrial, £-   
Communities and Local Government,Independent Housing Ombudsman,Engineering Goods,Non-Medical Chemicals, £-   
Communities and Local Government,Independent Housing Ombudsman,Engineering Goods,Tools, £-   
Communities and Local Government,Independent Housing Ombudsman,Engineering Goods,Uncategorised, £-   
Communities and Local Government,Independent Housing Ombudsman,Waste Management,Waste Management Materials, £-   
Communities and Local Government,Independent Housing Ombudsman,Waste Management,Waste Management Services, £-   
Communities and Local Government,Independent Housing Ombudsman,Waste Management,Uncategorised, £-   
Communities and Local Government,LEASE (The Lease Advisory Service),Professional Services Other,Clinical Support Services, £-   
Communities and Local Government,LEASE (The Lease Advisory Service),Professional Services Other,Environmental Services, £-   
Communities and Local Government,LEASE (The Lease Advisory Service),Professional Services Other,Financial Services," £15,737 "
